"id","source","pmcid","title","journalTitle","issue","journalVolume","pubYear","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","journalIssn","doi","authorString","pmid","pmcid_","rt_all_pmid","rt_all_pmcid_pmc","rt_all_pmcid_uid","rt_all_doi","rt_all_filename","rt_all_journal","rt_all_publisher","rt_all_affiliation_institution","rt_all_affiliation_country","rt_all_year_epub","rt_all_year_ppub","rt_all_is_coi_pred","rt_all_coi_text","rt_all_is_coi_pmc_fn","rt_all_is_coi_pmc_title","rt_all_is_relevant_coi","rt_all_is_relevant_coi_hi","rt_all_is_relevant_coi_lo","rt_all_is_explicit_coi","rt_all_coi_1","rt_all_coi_2","rt_all_coi_disclosure_1","rt_all_commercial_1","rt_all_benefit_1","rt_all_consultant_1","rt_all_grants_1","rt_all_brief_1","rt_all_fees_1","rt_all_consults_1","rt_all_connect_1","rt_all_connect_2","rt_all_commercial_ack_1","rt_all_rights_1","rt_all_founder_1","rt_all_advisor_1","rt_all_paid_1","rt_all_board_1","rt_all_no_coi_1","rt_all_no_funder_role_1","rt_all_is_fund_pred","rt_all_fund_text","rt_all_fund_pmc_institute","rt_all_fund_pmc_source","rt_all_fund_pmc_anysource","rt_all_is_fund_pmc_group","rt_all_is_fund_pmc_title","rt_all_is_fund_pmc_anysource","rt_all_is_relevant_fund","rt_all_is_explicit_fund","rt_all_support_1","rt_all_support_3","rt_all_support_4","rt_all_support_5","rt_all_support_6","rt_all_support_7","rt_all_support_8","rt_all_support_9","rt_all_support_10","rt_all_developed_1","rt_all_received_1","rt_all_received_2","rt_all_recipient_1","rt_all_authors_1","rt_all_authors_2","rt_all_thank_1","rt_all_thank_2","rt_all_fund_1","rt_all_fund_2","rt_all_fund_3","rt_all_supported_1","rt_all_financial_1","rt_all_financial_2","rt_all_financial_3","rt_all_grant_1","rt_all_french_1","rt_all_common_1","rt_all_common_2","rt_all_common_3","rt_all_common_4","rt_all_common_5","rt_all_acknow_1","rt_all_disclosure_1","rt_all_disclosure_2","rt_all_fund_ack","rt_all_project_ack","rt_all_is_register_pred","rt_all_register_text","rt_all_type","rt_all_is_research","rt_all_is_review","rt_all_is_reg_pmc_title","rt_all_is_relevant_reg","rt_all_is_method","rt_all_is_NCT","rt_all_is_explicit_reg","rt_all_prospero_1","rt_all_registered_1","rt_all_registered_2","rt_all_registered_3","rt_all_registered_4","rt_all_registered_5","rt_all_not_registered_1","rt_all_registration_1","rt_all_registration_2","rt_all_registration_3","rt_all_registration_4","rt_all_registry_1","rt_all_reg_title_1","rt_all_reg_title_2","rt_all_reg_title_3","rt_all_reg_title_4","rt_all_funded_ct_1","rt_all_ct_2","rt_all_ct_3","rt_all_protocol_1","rt_all_is_success","rt_data_pmid","rt_data_pmcid_pmc","rt_data_pmcid_uid","rt_data_doi","rt_data_filename","rt_data_is_relevant_data","rt_data_is_relevant_code","rt_data_article","rt_data_is_open_data","rt_data_open_data_category","rt_data_is_reuse","rt_data_is_open_code","rt_data_is_code_supplement","rt_data_is_code_reuse","rt_data_is_open_data_das","rt_data_is_open_code_cas","rt_data_das","rt_data_open_data_statements","rt_data_cas","rt_data_open_code_statements","rt_data_is_success"
"36019263","MED","PMC8952080","The Southern Surgical and Gynecological Association.","Atlanta J Rec Med","10",1,1900,"761-765","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,36019263,"8952080","36019263","","8952080","","PMC 8952080.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","editorial",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"36019263","","8952080","not found","PMC 8952080.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"36019262","MED","PMC8952077","Selections and Abstracts.","Atlanta J Rec Med","10",1,1900,"775-792","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,36019262,"8952077","36019262","","8952077","","PMC 8952077.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","other",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"36019262","","8952077","not found","PMC 8952077.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"36019261","MED","PMC8952074","The Rise and Fall of Osteopathy in Georgia.","Atlanta J Rec Med","10",1,1900,"759-761","editorial","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2022-08-27","1900-01-01",NA,NA,NA,36019261,"8952074","36019261","","8952074","","PMC 8952074.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","editorial",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"36019261","","8952074","not found","PMC 8952074.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"36019260","MED","PMC8952073","A Painless Application of Arsenical Paste.","Atlanta J Rec Med","10",1,1900,"738-739","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-27","1900-01-01",NA,NA,"Nicolson WP.",36019260,"8952073","36019260","","8952073","","PMC 8952073.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"36019260","","8952073","not found","PMC 8952073.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"PMC8952088","PMC","PMC8952088","An American Text-Book of Surgery, for Practitioners and Students","Atlanta J Rec Med","10",1,1900,"773-773","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA,"8952088","","","8952088","","PMC 8952088.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","book-review",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"","","8952088","not found","PMC 8952088.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"PMC8952079","PMC","PMC8952079","Book Reviews","Atlanta J Rec Med","10",1,1900,"773-775","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA,"8952079","","","8952079","","PMC 8952079.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","book-review",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"","","8952079","not found","PMC 8952079.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"PMC8952072","PMC","PMC8952072","News and Notes","Atlanta J Rec Med","10",1,1900,"766-770","other","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA,"8952072","","","8952072","","PMC 8952072.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","other",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"","","8952072","not found","PMC 8952072.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"PMC8952075","PMC","PMC8952075","Refraction and How to Refract","Atlanta J Rec Med","10",1,1900,"772-773","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA,"8952075","","","8952075","","PMC 8952075.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","book-review",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"","","8952075","not found","PMC 8952075.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"PMC8952078","PMC","PMC8952078","Annual and Analytical Cyclopædia of Practical Medicine","Atlanta J Rec Med","10",1,1900,"774-774","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2022-08-26","1900-01-01",NA,NA,NA,NA,"8952078","","","8952078","","PMC 8952078.xml","Atlanta Journal-Record of Medicine","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","book-review",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"","","8952078","not found","PMC 8952078.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700983","MED","PMC6969729","Pulp Mummification.","Dent Regist","1",54,1900,"6-14","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Soderberg T.",33700983,"6969729","33700983","","6969729","","PMC 6969729.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700983","","6969729","not found","PMC 6969729.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700982","MED","PMC6969728","The Mummification of Pulp Tissue.","Dent Regist","1",54,1900,"1-6","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,NA,33700982,"6969728","33700982","","6969728","","PMC 6969728.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700982","","6969728","not found","PMC 6969728.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700981","MED","PMC6969727","Thirty-Third Annual Meeting of the Ohio State Dental Society, Held at Columbus, Ohio, Dec. 5, 6, 7, 1899.","Dent Regist","1",54,1900,"38-42","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Owens JR, Cook EM, Arnold O.",33700981,"6969727","33700981","","6969727","","PMC 6969727.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700981","","6969727","not found","PMC 6969727.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700980","MED","PMC6969726","A New Method of Mummification of the Pulp.","Dent Regist","1",54,1900,"14-19","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Boennecken.",33700980,"6969726","33700980","","6969726","","PMC 6969726.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700980","","6969726","not found","PMC 6969726.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700979","MED","PMC6969724","A Hydro-Mechanical Theory of Sensitive Dentin.","Dent Regist","1",54,1900,"49-50","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2021-03-12","1900-01-01",NA,NA,"Junkerman GS.",33700979,"6969724","33700979","","6969724","","PMC 6969724.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700979","","6969724","not found","PMC 6969724.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700978","MED","PMC6969723","Mummification of the Dental Pulp.","Dent Regist","1",54,1900,"27-32","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,NA,33700978,"6969723","33700978","","6969723","","PMC 6969723.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700978","","6969723","not found","PMC 6969723.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700977","MED","PMC6969722","Ancient Japanese Dental Art.","Dent Regist","1",54,1900,"42-49","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Long TA.",33700977,"6969722","33700977","","6969722","","PMC 6969722.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700977","","6969722","not found","PMC 6969722.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700976","MED","PMC6969721","Editorial.","Dent Regist","1",54,1900,"51-54","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,NA,33700976,"6969721","33700976","","6969721","","PMC 6969721.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","other",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700976","","6969721","not found","PMC 6969721.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700975","MED","PMC6969720","Pulp Mummification.","Dent Regist","1",54,1900,"19-27","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Houghton OE.",33700975,"6969720","33700975","","6969720","","PMC 6969720.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700975","","6969720","not found","PMC 6969720.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"33700974","MED","PMC6969719","Some Past Incidents in the Life of the Dental Register.","Dent Regist","1",54,1900,"32-38","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2021-03-12","1900-01-01",NA,NA,"Editor.",33700974,"6969719","33700974","","6969719","","PMC 6969719.xml","The Dental Register","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","editorial",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"33700974","","6969719","not found","PMC 6969719.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"PMC6067272","PMC","PMC6067272","Dr. Bonwill","Am J Dent Sci","9",33,1900,"419-421","obituary","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2019-02-20","1900-01-01",NA,NA,NA,NA,"6067272","","","6067272","","PMC 6067272.xml","The American Journal of Dental Science","","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","obituary",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"","","6067272","not found","PMC 6067272.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
